CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalaryRatio,ProductDensity,EngagementProductInteraction,AgeTenureInteraction,IsZeroBalance,CreditScoreBand,Geography_Germany,Geography_Spain,Gender_Male,Exited
635,29,1,0.0,1,0,1,24865.54,0.0,0.5,1,29,1,2,False,False,True,0
544,22,4,0.0,2,1,0,70007.67,0.0,0.4,0,88,1,1,False,True,True,0
663,35,9,0.0,2,1,1,195580.28,0.0,0.2,2,315,1,2,False,False,True,0
706,37,7,0.0,2,1,1,110899.3,0.0,0.25,2,259,1,3,False,True,False,0
652,51,3,0.0,1,1,0,173989.47,0.0,0.25,0,153,1,2,False,False,False,1
690,48,2,0.0,2,1,1,3149.1,0.0,0.6666666666666666,2,96,1,3,False,True,False,0
752,45,3,105426.5,2,0,1,89773.45,1.1743616848725948,0.5,2,135,0,4,True,False,False,0
647,26,8,109958.15,1,1,1,136592.24,0.8050102260508721,0.1111111111111111,1,208,0,2,False,True,False,1
731,40,7,118991.79,1,1,1,156048.64,0.7625301316258665,0.125,1,280,0,3,False,False,False,0
648,44,2,0.0,2,1,1,58652.23,0.0,0.6666666666666666,2,88,1,2,False,False,False,0
771,38,5,137657.71,2,1,0,72985.61,1.8860938477888163,0.3333333333333333,0,190,0,4,True,False,False,0
661,37,5,136425.18,1,1,0,81102.81,1.682126426918104,0.16666666666666666,0,185,0,2,False,False,False,0
540,67,1,88382.01,1,0,1,59457.0,1.4864862000860035,0.5,1,67,0,1,False,True,True,0
726,37,2,132057.92,2,1,0,34743.98,3.800886369270277,0.6666666666666666,0,74,0,3,False,False,True,0
634,36,1,0.0,1,1,1,143960.72,0.0,0.5,1,36,1,2,False,True,False,0
747,41,5,0.0,2,1,1,22750.17,0.0,0.3333333333333333,2,205,1,4,False,False,True,0
731,43,9,79120.27,1,0,0,548.52,144.24318138947865,0.1,0,387,0,3,True,False,False,1
562,33,6,0.0,2,1,0,111590.35,0.0,0.2857142857142857,0,198,1,1,False,False,True,0
749,66,6,182532.23,2,1,1,195429.92,0.934003503655254,0.2857142857142857,2,396,0,4,True,False,True,0
722,29,1,107233.85,2,1,0,24924.92,4.302274590879238,1.0,0,29,0,3,True,False,True,0
605,33,5,150092.8,1,0,0,71862.79,2.088602460298458,0.16666666666666666,0,165,0,2,False,True,True,0
659,38,3,0.0,2,1,0,158553.1,0.0,0.5,0,114,1,2,False,False,False,0
667,28,6,165798.1,1,1,0,147090.9,1.1271812192247979,0.14285714285714285,0,168,0,2,False,False,True,0
665,52,3,0.0,1,1,0,116137.01,0.0,0.25,0,156,1,2,False,False,True,1
669,38,9,121858.98,1,1,0,130755.34,0.9319617844981937,0.1,0,342,0,2,False,False,False,0
794,33,0,0.0,2,0,0,178122.71,0.0,2.0,0,0,1,4,False,False,True,0
556,36,7,154872.08,2,1,1,32044.64,4.83301045027084,0.25,2,252,0,1,False,False,True,0
586,29,3,0.0,2,1,1,142238.54,0.0,0.5,2,87,1,2,False,False,True,0
773,25,1,124532.78,2,0,1,11723.57,10.622428150245836,1.0,2,25,0,4,False,False,True,0
670,27,5,79336.61,1,1,1,26170.08,3.031576899916562,0.16666666666666666,1,135,0,2,False,False,False,0
741,36,3,0.0,2,1,1,89804.83,0.0,0.5,2,108,1,4,False,False,False,0
493,31,3,0.0,1,1,1,176570.28,0.0,0.25,1,93,1,1,False,False,False,1
687,36,4,97157.96,1,0,1,63185.05,1.5376732312226125,0.2,1,144,0,3,False,False,False,0
850,81,1,0.0,2,1,1,59568.24,0.0,1.0,2,81,1,5,False,False,False,0
681,18,1,98894.39,1,1,1,9596.4,10.305363468560568,0.5,1,18,0,3,False,False,False,0
754,38,2,0.0,2,0,0,3524.69,0.0,0.6666666666666666,0,76,1,4,False,False,False,0
654,29,2,91955.61,1,1,0,37065.66,2.480884193010973,0.3333333333333333,0,58,0,2,False,False,True,0
565,32,4,90322.99,2,0,1,118740.37,0.7606763394727449,0.4,2,128,0,1,True,False,False,0
550,40,7,114354.95,1,1,0,54018.93,2.116942153387397,0.125,0,280,0,1,False,False,False,0
528,32,4,85615.66,2,1,0,156192.43,0.5481421858885982,0.4,0,128,0,1,False,False,False,0
683,42,4,148283.94,1,1,1,44692.63,3.317861132734461,0.2,1,168,0,3,False,False,False,1
522,41,5,144147.68,1,1,1,14789.9,9.746359339160755,0.16666666666666666,1,205,0,1,False,False,True,0
818,31,1,186796.37,1,0,0,178252.63,1.0479305129969305,0.5,0,31,0,5,False,False,False,0
490,29,4,0.0,2,1,0,32089.57,0.0,0.4,0,116,1,1,False,False,True,0
561,37,1,100443.36,2,0,1,101693.73,0.9877045516868376,1.0,2,37,0,1,False,False,True,0
658,32,8,0.0,1,1,1,80410.68,0.0,0.1111111111111111,1,256,1,2,False,False,True,0
805,33,3,105663.56,2,0,1,33330.89,3.170139171106138,0.5,2,99,0,5,True,False,False,0
777,42,5,147531.82,1,1,1,38819.45,3.800461366562369,0.16666666666666666,1,210,0,4,False,False,False,0
648,35,7,0.0,2,0,0,122899.01,0.0,0.25,0,245,1,2,False,True,True,0
583,40,3,54428.37,1,1,0,109638.78,0.49643356118613846,0.25,0,120,0,2,False,True,False,1
705,48,9,114169.16,1,0,0,173273.2,0.6588968172766538,0.1,0,432,0,3,True,False,True,1
550,57,5,0.0,1,1,1,133501.94,0.0,0.16666666666666666,1,285,1,1,False,False,True,0
666,33,2,147229.65,1,1,1,56410.17,2.6099841570658273,0.3333333333333333,1,66,0,2,False,False,False,0
608,37,5,146093.39,2,0,0,160593.41,0.9097097446220881,0.3333333333333333,0,185,0,2,False,False,True,0
654,40,5,105683.63,1,1,0,173617.09,0.6087167455657233,0.16666666666666666,0,200,0,2,False,True,True,0
726,27,7,123826.07,1,0,1,78970.58,1.5680025396601116,0.125,1,189,0,3,False,True,False,0
703,28,9,0.0,2,0,1,2151.17,0.0,0.2,2,252,1,3,False,False,True,0
738,35,3,0.0,1,1,1,15650.73,0.0,0.25,1,105,1,3,False,True,True,0
805,39,2,0.0,1,0,0,166650.32,0.0,0.3333333333333333,0,78,1,5,False,False,True,0
624,27,9,94667.29,2,0,1,4470.52,21.175901232703147,0.2,2,243,0,2,True,False,True,0
541,39,9,100116.67,1,1,1,199808.1,0.5010641210216149,0.1,1,351,0,1,True,False,False,1
434,33,3,0.0,1,1,1,2739.71,0.0,0.25,1,99,1,1,False,True,True,0
625,55,8,118772.71,4,0,0,135853.62,0.8742697470934211,0.4444444444444444,0,440,0,2,True,False,False,1
700,44,2,58781.76,1,1,0,16874.92,3.4833800691509427,0.3333333333333333,0,88,0,3,False,False,False,0
762,34,8,98592.88,1,0,1,191790.29,0.5140660666370854,0.1111111111111111,1,272,0,4,True,False,False,1
682,33,8,74963.5,1,1,1,32770.56,2.2875257547540375,0.1111111111111111,1,264,0,3,False,False,False,0
562,29,9,120307.58,1,1,1,6795.61,17.703720487534788,0.1,1,261,0,1,False,True,False,0
557,24,4,0.0,1,0,0,20515.72,0.0,0.2,0,96,1,1,False,False,False,0
563,30,7,90727.79,1,1,0,122268.75,0.742035802273745,0.125,0,210,0,1,False,False,True,0
704,44,3,0.0,2,0,1,152884.85,0.0,0.5,2,132,1,3,False,False,True,0
525,35,7,165358.77,1,0,1,94738.54,1.7454224014667588,0.125,1,245,0,1,False,False,True,0
747,43,1,130788.71,1,0,1,101495.0,1.2886221981251431,0.5,1,43,0,4,False,False,True,1
593,36,2,70181.48,2,1,0,80608.12,0.8706502520977956,0.6666666666666666,0,72,0,2,False,False,True,0
716,34,9,0.0,1,1,1,66695.71,0.0,0.1,1,306,1,3,False,True,True,0
551,31,9,82293.82,2,1,1,91565.25,0.8987451025263543,0.2,2,279,0,1,True,False,True,0
767,45,7,132746.2,2,1,0,26628.88,4.985046310434948,0.25,0,315,0,4,True,False,False,1
603,26,4,109166.37,1,1,1,92840.67,1.1758464259125248,0.2,1,104,0,2,True,False,True,0
735,43,10,123180.01,2,1,1,196673.28,0.6263179726263459,0.18181818181818182,2,430,0,3,True,False,True,0
691,30,9,0.0,1,1,0,49594.02,0.0,0.1,0,270,1,3,False,False,True,0
527,53,8,0.0,1,1,1,51711.57,0.0,0.1111111111111111,1,424,1,1,False,True,True,0
736,26,4,135889.13,1,1,1,165692.03,0.8201307570387053,0.2,1,104,0,3,False,True,False,0
603,35,9,145623.36,1,1,0,163181.62,0.8924005044140852,0.1,0,315,0,2,True,False,False,0
602,29,3,88814.4,2,1,1,62487.97,1.4213039725658985,0.5,2,87,0,2,False,False,False,0
715,31,7,0.0,1,1,1,149970.59,0.0,0.125,1,217,1,3,False,True,True,0
750,37,2,113817.06,1,0,0,88333.74,1.288489086941315,0.3333333333333333,0,74,0,4,False,True,False,0
682,48,9,101198.01,1,1,1,49732.9,2.034830263225454,0.1,1,432,0,3,False,True,False,0
585,38,5,0.0,1,1,1,87363.56,0.0,0.16666666666666666,1,190,1,2,False,False,False,0
553,41,9,110112.54,2,0,0,81898.81,1.3444949932563797,0.2,0,369,0,1,True,False,True,0
637,33,5,0.0,2,1,0,139947.17,0.0,0.3333333333333333,0,165,1,2,False,False,True,0
629,34,8,0.0,2,1,1,180595.02,0.0,0.2222222222222222,2,272,1,2,False,True,True,0
760,32,2,0.0,1,1,1,114565.35,0.0,0.3333333333333333,1,64,1,4,False,True,False,0
725,36,4,118520.26,1,0,0,131173.9,0.9035353831752846,0.2,0,144,0,3,False,True,False,1
382,36,0,0.0,1,1,1,179540.73,0.0,1.0,1,0,1,1,False,True,True,1
618,40,1,133245.52,2,1,1,54495.82,2.4450594558913865,1.0,2,40,0,2,True,False,False,0
636,34,8,0.0,2,1,0,38570.13,0.0,0.2222222222222222,0,272,1,2,False,False,True,0
716,31,8,109578.04,2,1,1,51503.51,2.1275839257920945,0.2222222222222222,2,248,0,3,False,False,True,0
785,54,1,0.0,2,1,0,45113.92,0.0,1.0,0,54,1,4,False,True,False,1
679,38,7,110555.37,2,1,0,46522.68,2.3763757805359367,0.25,0,266,0,3,True,False,True,0
584,54,1,77354.37,1,0,0,138192.98,0.5597561467987754,0.5,0,54,0,2,True,False,False,1
570,33,8,0.0,1,1,1,124641.42,0.0,0.1111111111111111,1,264,1,1,False,False,False,0
844,38,7,111501.66,1,1,1,119333.38,0.9343710871096221,0.125,1,266,0,5,False,False,True,0
425,39,4,0.0,2,1,0,197226.32,0.0,0.4,0,156,1,1,False,False,True,0
516,51,8,120124.35,2,0,1,168773.54,0.7117487136863293,0.2222222222222222,2,408,0,1,False,False,True,0
620,35,0,76989.97,1,1,1,17242.79,4.465052929110366,1.0,1,0,0,2,True,False,True,0
547,32,2,0.0,2,1,0,132002.83,0.0,0.6666666666666666,0,64,1,1,False,False,False,0
578,40,7,0.0,2,0,0,102233.73,0.0,0.25,0,280,1,1,False,False,False,0
563,61,1,82182.1,1,1,0,106826.92,0.769301408289509,0.5,0,61,0,1,False,True,True,1
515,48,5,129387.94,1,0,1,147955.91,0.8745033571090569,0.16666666666666666,1,240,0,1,False,False,True,1
543,36,4,0.0,2,1,1,141210.5,0.0,0.4,2,144,1,1,False,False,True,0
556,39,9,89588.35,1,1,1,94898.1,0.9440478787147051,0.1,1,351,0,1,False,False,False,0
525,33,5,0.0,2,1,0,161002.29,0.0,0.3333333333333333,0,165,1,1,False,True,True,0
535,40,8,0.0,1,1,1,27689.77,0.0,0.1111111111111111,1,320,1,1,False,False,False,0
698,52,1,107906.75,1,1,0,168886.39,0.6389309997055479,0.5,0,52,0,3,True,False,False,1
850,34,2,72079.71,1,1,1,115767.93,0.6226224309217362,0.3333333333333333,1,68,0,5,False,False,True,0
701,40,5,169742.64,1,1,1,153537.55,1.1055447999456451,0.16666666666666666,1,200,0,3,False,False,True,1
598,59,8,118210.42,2,0,0,60192.14,1.9638846533457046,0.2222222222222222,0,472,0,2,True,False,True,1
581,38,3,135157.05,1,1,1,32919.42,4.105693538825845,0.25,1,114,0,2,True,False,False,0
589,41,7,92618.62,1,1,1,101178.85,0.9153950652639815,0.125,1,287,0,2,True,False,False,0
601,50,2,115625.07,1,1,0,185855.21,0.6221244483777338,0.3333333333333333,0,100,0,2,False,False,True,0
537,38,1,0.0,2,0,1,41233.97,0.0,1.0,2,38,1,1,False,True,False,0
637,41,9,0.0,2,1,0,145477.36,0.0,0.2,0,369,1,2,False,False,False,0
849,41,10,84622.13,1,1,1,198072.16,0.4272287937869349,0.09090909090909091,1,410,0,5,True,False,True,0
600,36,4,0.0,2,1,0,143635.36,0.0,0.4,0,144,1,2,False,True,True,0
668,43,10,113034.31,1,1,1,100423.88,1.1255720252879537,0.09090909090909091,1,430,0,2,False,True,True,0
442,34,4,0.0,2,1,0,68343.08,0.0,0.4,0,136,1,1,False,False,True,0
632,31,3,136556.44,1,1,0,82152.83,1.6622244175683027,0.25,0,93,0,2,False,True,True,1
850,30,10,153972.89,2,1,0,62811.03,2.4513670608099987,0.18181818181818182,0,300,0,5,False,False,True,0
765,42,4,123311.39,2,1,1,82868.34,1.4880398231521468,0.4,2,168,0,4,False,False,True,0
719,47,9,116393.59,1,1,0,63051.32,1.8460135330735976,0.1,0,423,0,3,False,True,False,1
437,26,1,120923.52,1,0,1,78854.57,1.533500467994011,0.5,1,26,0,1,False,False,False,0
746,25,3,104833.79,1,0,0,71911.3,1.4578208153453238,0.25,0,75,0,4,False,True,False,0
582,30,2,0.0,2,1,1,132029.95,0.0,0.6666666666666666,2,60,1,2,False,False,True,0
583,40,4,0.0,2,1,0,114093.73,0.0,0.4,0,160,1,2,False,True,False,0
596,29,6,0.0,2,1,0,116696.77,0.0,0.2857142857142857,0,174,1,2,False,True,False,0
744,29,6,123737.04,2,1,0,141558.04,0.8741081749869232,0.2857142857142857,0,174,0,4,True,False,True,0
745,34,7,132944.53,1,1,1,31802.92,4.180261749418599,0.125,1,238,0,4,False,True,True,0
494,27,2,0.0,2,1,0,22404.64,0.0,0.6666666666666666,0,54,1,1,False,True,True,0
722,37,2,0.0,1,0,0,120906.83,0.0,0.3333333333333333,0,74,1,3,False,False,True,0
550,38,2,103391.38,1,0,1,90878.13,1.1376926439712427,0.3333333333333333,1,76,0,1,True,False,True,0
711,34,4,133467.77,2,1,1,42976.64,3.105588756982733,0.4,2,136,0,3,True,False,True,0
703,36,7,135095.47,1,1,0,143859.66,0.9390781960631696,0.125,0,252,0,3,False,True,True,0
521,29,3,60280.62,1,1,0,154271.41,0.3907439492489843,0.25,0,87,0,1,False,True,True,0
611,38,7,0.0,1,1,1,63202.0,0.0,0.125,1,266,1,2,False,False,True,0
837,31,9,104678.62,1,0,1,50972.6,2.0536252809930504,0.1,1,279,0,5,False,True,True,0
624,34,6,0.0,1,1,0,582.59,0.0,0.14285714285714285,0,204,1,2,False,True,False,1
594,31,9,0.0,1,0,1,5719.11,0.0,0.1,1,279,1,2,False,False,False,0
717,76,9,138489.66,1,1,1,68400.14,2.0246984874296357,0.1,1,684,0,3,False,False,False,0
564,33,2,115761.51,1,0,1,112350.21,1.0303630941052058,0.3333333333333333,1,66,0,1,True,False,False,1
803,37,1,0.0,2,0,0,7455.2,0.0,1.0,0,37,1,5,False,True,False,0
651,39,6,0.0,1,1,0,24176.44,0.0,0.14285714285714285,0,234,1,2,False,False,False,0
427,40,8,0.0,2,1,1,82870.75,0.0,0.2222222222222222,2,320,1,1,False,True,True,0
527,31,1,112203.25,1,1,0,182266.01,0.6156016143623508,0.5,0,31,0,1,False,False,False,0
606,47,0,137138.2,2,0,1,53784.22,2.5497850484296363,2.0,2,0,0,2,True,False,False,0
718,43,0,93143.39,1,1,0,167554.86,0.5558978712968642,1.0,0,0,0,3,False,False,False,0
718,28,4,65643.3,1,1,0,28760.99,2.2823727555177213,0.2,0,112,0,3,True,False,True,0
796,56,6,94231.13,1,0,0,121164.6,0.7777117243751251,0.14285714285714285,0,336,0,4,False,True,True,1
539,39,3,139153.68,2,1,0,147662.33,0.9423776531161172,0.5,0,117,0,1,False,False,True,0
660,35,6,100768.77,1,1,0,19199.61,5.248480046977596,0.14285714285714285,0,210,0,2,False,False,False,0
575,41,2,100062.39,1,0,0,126307.25,0.7922141444707869,0.3333333333333333,0,82,0,1,False,True,True,0
833,37,8,151226.18,2,1,1,136129.49,1.1108994825359964,0.2222222222222222,2,296,0,5,False,False,True,0
677,42,5,99580.13,1,1,0,21007.96,4.7401142231449365,0.16666666666666666,0,210,0,3,False,False,True,0
622,32,5,179305.09,1,1,1,149043.78,1.2030363829929498,0.16666666666666666,1,160,0,2,False,False,True,0
654,38,8,0.0,2,1,0,88659.44,0.0,0.2222222222222222,0,304,1,2,False,False,True,0
707,35,3,56674.48,1,1,0,17987.4,3.1507877734886205,0.25,0,105,0,3,False,True,False,1
677,36,10,68806.84,1,1,0,33075.24,2.080312644682841,0.09090909090909091,0,360,0,3,True,False,False,0
850,28,2,101100.22,2,1,1,35337.31,2.861004983037447,0.6666666666666666,2,56,0,5,True,False,True,0
558,58,2,142537.18,1,1,1,88791.83,1.6052961178792542,0.3333333333333333,1,116,0,1,True,False,True,0
536,35,8,0.0,2,1,0,64833.28,0.0,0.2222222222222222,0,280,1,1,False,False,True,0
750,43,6,113882.31,1,1,1,74564.41,1.5273011614853882,0.14285714285714285,1,258,0,4,False,False,True,0
724,36,1,0.0,2,1,0,52462.25,0.0,1.0,0,36,1,3,False,True,True,0
617,24,4,137295.19,2,1,1,91195.12,1.5055102729016039,0.4,2,96,0,2,False,False,False,0
757,34,9,101861.36,2,0,0,187011.96,0.5446783189666335,0.2,0,306,0,4,True,False,False,0
787,51,0,58137.08,1,0,1,142538.31,0.4078698561782592,1.0,1,0,0,4,False,False,True,0
707,57,1,92053.0,1,1,1,164064.44,0.561078317760015,0.5,1,57,0,3,False,False,False,1
712,38,7,132767.66,2,1,1,59115.77,2.2458924242677396,0.25,2,266,0,3,True,False,True,0
644,18,8,0.0,2,1,0,59172.42,0.0,0.2222222222222222,0,144,1,2,False,True,True,0
696,33,2,163139.27,1,1,1,7035.36,23.188475071184918,0.3333333333333333,1,66,0,3,False,False,True,0
695,46,3,122549.64,1,1,1,56297.85,2.176808528173335,0.25,1,138,0,3,False,True,True,0
620,41,3,0.0,2,1,1,137309.06,0.0,0.5,2,123,1,2,False,False,True,0
558,31,7,0.0,1,1,0,198269.08,0.0,0.125,0,217,1,1,False,False,True,0
717,28,1,90537.16,1,0,1,74800.99,1.2103738199025125,0.5,1,28,0,3,False,False,False,0
686,22,5,0.0,2,1,0,158974.45,0.0,0.3333333333333333,0,110,1,3,False,True,True,0
608,28,4,96679.71,1,1,1,49133.45,1.9676963453214116,0.2,1,112,0,2,True,False,True,0
706,28,6,124923.35,2,1,1,50299.14,2.4836080695915754,0.2857142857142857,2,168,0,3,True,False,False,0
760,34,6,121303.77,2,1,1,59325.21,2.0447255053619746,0.2857142857142857,2,204,0,4,True,False,True,0
643,33,0,137811.75,1,1,1,184856.89,0.7455050769233134,1.0,1,0,0,2,False,False,False,0
581,34,1,0.0,2,0,1,81175.25,0.0,1.0,2,34,1,2,False,True,True,0
555,27,5,0.0,2,0,0,96398.51,0.0,0.3333333333333333,0,135,1,1,False,True,True,0
513,44,1,63562.02,2,0,1,52629.73,1.2077208072090104,1.0,2,44,0,1,False,False,True,1
688,34,9,91025.58,2,0,1,163783.0,0.5557694021934159,0.2,2,306,0,3,True,False,False,0
637,36,2,152606.82,1,1,1,71692.8,2.1286212841159977,0.3333333333333333,1,72,0,2,False,False,True,0
676,41,4,101457.14,1,1,1,79101.67,1.2826169156569942,0.2,1,164,0,3,False,False,False,0
593,43,9,0.0,2,1,1,76357.43,0.0,0.2,2,387,1,2,False,False,True,0
637,28,3,123675.69,1,1,1,166458.41,0.7429825263815569,0.25,1,84,0,2,True,False,True,0
584,26,0,146286.22,1,1,0,105105.35,1.39180565022245,1.0,0,0,0,2,False,False,False,0
691,38,7,0.0,2,0,0,81617.4,0.0,0.25,0,266,1,3,False,False,True,0
773,52,2,0.0,2,1,0,57337.79,0.0,0.6666666666666666,0,104,1,4,False,True,True,0
661,28,7,95357.49,1,0,0,102297.15,0.9321617464325043,0.125,0,196,0,2,False,True,False,0
850,46,3,0.0,2,1,1,187980.21,0.0,0.5,2,138,1,5,False,False,False,0
648,32,8,0.0,1,1,0,133653.38,0.0,0.1111111111111111,0,256,1,2,False,True,True,0
508,25,2,111395.53,1,0,1,48197.06,2.3112515576196713,0.3333333333333333,1,50,0,1,False,False,False,0
715,21,6,76467.16,1,1,1,173511.72,0.44070314097260577,0.14285714285714285,1,126,0,3,False,False,True,0
585,39,7,165610.41,2,0,0,131852.01,1.2560325018840741,0.25,0,273,0,2,True,False,False,0
531,37,1,143407.29,2,0,1,84402.46,1.6990889838791539,1.0,2,37,0,1,False,True,True,0
599,28,4,126833.79,2,1,0,60843.09,2.0846046773415914,0.4,0,112,0,2,False,True,False,1
582,43,5,153313.67,1,0,0,170563.73,0.8988644303164637,0.16666666666666666,0,215,0,2,False,False,False,0
677,18,8,134796.87,2,1,1,114858.9,1.173586635418121,0.2222222222222222,2,144,0,3,False,True,True,0
630,28,9,0.0,2,0,0,32599.35,0.0,0.2,0,252,1,2,False,False,True,0
778,31,9,182275.23,2,1,0,190631.23,0.956166678455801,0.2,0,279,0,4,True,False,True,0
566,65,4,120100.41,1,1,0,107563.16,1.1165571000227537,0.2,0,260,0,1,True,False,True,1
602,33,5,164704.38,1,0,1,180716.1,0.9113984863500739,0.16666666666666666,1,165,0,2,False,False,True,1
457,41,8,73700.12,3,1,1,185750.02,0.396770455258111,0.3333333333333333,3,328,0,1,False,False,True,1
601,26,7,105514.69,2,1,0,50070.59,2.1073186874349332,0.25,0,182,0,2,True,False,False,0
724,36,6,94615.11,2,1,1,10627.21,8.903099683839589,0.2857142857142857,2,216,0,3,True,False,True,0
629,43,0,0.0,2,1,1,41263.69,0.0,2.0,2,0,1,2,False,False,False,0
627,41,3,0.0,2,1,0,132719.8,0.0,0.5,0,123,1,2,False,False,True,0
429,60,7,0.0,2,1,1,163691.48,0.0,0.25,2,420,1,1,False,False,True,0
798,34,9,154495.79,1,1,0,191395.88,0.8072054111049454,0.1,0,306,0,4,False,False,True,0
669,29,7,0.0,2,1,1,138145.62,0.0,0.25,2,203,1,2,False,False,True,0
653,55,7,0.0,2,1,1,41967.03,0.0,0.25,2,385,1,2,False,True,True,0
676,26,1,108348.66,1,0,0,60231.74,1.7988631907064472,0.5,0,26,0,3,True,False,False,1
684,56,8,78707.16,1,1,1,99398.36,0.7918355996940812,0.1111111111111111,1,448,0,3,False,True,True,0
665,28,8,137300.23,1,1,0,90174.83,1.5226003752763095,0.1111111111111111,0,224,0,2,False,False,True,0
562,33,8,92659.2,2,1,0,1354.25,68.4210448082547,0.2222222222222222,0,264,0,1,True,False,True,0
528,22,5,93547.23,2,0,1,961.57,97.28592812038028,0.3333333333333333,2,110,0,1,True,False,True,0
636,30,8,141787.31,2,1,1,109685.61,1.2926701141444839,0.2222222222222222,2,240,0,2,True,False,True,0
668,37,6,167864.4,1,1,0,115638.29,1.4516333646800585,0.14285714285714285,0,222,0,2,True,False,False,0
607,27,5,100912.19,1,0,0,7631.27,13.223511943199032,0.16666666666666666,0,135,0,2,False,True,False,0
516,32,3,145166.09,2,0,0,111421.45,1.3028558684050258,0.5,0,96,0,1,True,False,True,0
624,40,3,149961.99,2,1,0,104610.86,1.4335221983507878,0.5,0,120,0,2,True,False,False,0
769,45,5,126674.81,1,1,0,124118.71,1.0205939942413147,0.16666666666666666,0,225,0,4,True,False,False,1
850,41,3,136416.82,1,0,1,57844.26,2.3583467054058893,0.25,1,123,0,5,False,False,True,0
672,68,0,126061.51,2,1,1,184936.77,0.6816465432986547,2.0,2,0,0,3,True,False,True,0
466,41,3,33563.95,2,1,0,178994.13,0.18751424976792525,0.5,0,123,0,1,False,False,False,1
675,33,0,141816.25,1,1,0,64815.05,2.188014203457561,1.0,0,0,0,3,True,False,False,1
850,33,7,118004.26,1,1,0,183983.82,0.641383899950325,0.125,0,231,0,5,False,False,False,0
647,41,1,85906.65,3,1,0,189159.97,0.4541481477267407,1.5,0,41,0,2,True,False,False,0
635,37,3,0.0,2,1,0,91086.73,0.0,0.5,0,111,1,2,False,True,False,0
789,32,7,69423.52,1,1,0,107499.39,0.645803850601889,0.125,0,224,0,4,False,False,False,0
612,42,5,141927.1,1,1,1,43018.98,3.299173992426153,0.16666666666666666,1,210,0,2,True,False,True,0
714,44,7,0.0,1,0,1,6923.11,0.0,0.125,1,308,1,3,False,True,True,0
748,60,0,152335.7,1,1,0,126743.33,1.2019228151792927,1.0,0,0,0,4,False,False,True,1
622,42,9,115766.26,1,0,0,72155.85,1.604391882271439,0.1,0,378,0,2,True,False,True,1
753,35,3,0.0,2,1,1,184843.77,0.0,0.5,2,105,1,4,False,False,True,0
705,33,7,68423.89,1,1,1,64872.55,1.0547433390385494,0.125,1,231,0,3,False,True,True,0
554,43,10,0.0,2,1,0,149629.13,0.0,0.18181818181818182,0,430,1,1,False,False,False,1
504,43,7,102365.49,1,1,0,194690.77,0.5257850179516688,0.125,0,301,0,1,True,False,False,1
525,36,2,114628.4,1,0,1,168290.06,0.6811358912066396,0.3333333333333333,1,72,0,1,False,False,True,0
597,29,5,0.0,2,1,1,174825.57,0.0,0.3333333333333333,2,145,1,2,False,False,False,0
591,42,10,0.0,2,0,0,171099.22,0.0,0.18181818181818182,0,420,1,2,False,False,False,0
583,33,7,122531.86,1,1,0,13549.24,9.043448930785532,0.125,0,231,0,2,False,False,True,0
544,30,4,73218.89,1,0,1,126796.69,0.5774511148471033,0.2,1,120,0,1,False,False,True,0
850,31,4,0.0,2,1,1,33082.81,0.0,0.4,2,124,1,5,False,False,False,0
601,42,4,96763.89,1,1,1,199242.65,0.4856585173882918,0.2,1,168,0,2,False,True,False,0
669,39,3,119452.03,1,1,1,171575.54,0.6962066387744068,0.25,1,117,0,2,False,False,True,0
492,35,8,121063.49,1,0,0,85421.48,1.4172487996998269,0.1111111111111111,0,280,0,1,False,False,True,0
630,21,1,85818.18,1,1,1,133102.3,0.6447535467032143,0.5,1,21,0,2,False,True,False,0
658,31,2,36566.96,1,1,0,103644.98,0.3528097549890713,0.3333333333333333,0,62,0,2,False,True,False,1
639,60,5,162039.78,1,1,1,84361.72,1.9207737822092679,0.16666666666666666,1,300,0,2,False,False,False,1
493,54,3,167831.88,2,1,0,150159.95,1.1176873726908028,0.5,0,162,0,1,False,False,True,1
598,39,5,0.0,2,1,1,83103.46,0.0,0.3333333333333333,2,195,1,2,False,True,False,0
576,63,3,148843.56,1,1,0,69414.13,2.144283303671107,0.25,0,189,0,1,True,False,True,1
650,23,4,93911.3,2,1,0,69055.45,1.359940453630236,0.4,0,92,0,2,True,False,True,0
709,30,9,115479.48,2,1,1,134732.99,0.8570987699385496,0.2,2,270,0,3,True,False,True,0
644,26,8,96659.64,2,1,1,138775.69,0.6965170917132782,0.2222222222222222,2,208,0,2,False,True,True,0
613,50,5,101242.98,2,1,0,12493.61,8.103580949933319,0.3333333333333333,0,250,0,2,True,False,False,0
749,30,1,0.0,2,0,1,126551.65,0.0,1.0,2,30,1,4,False,False,True,0
634,36,1,69518.95,1,1,0,116238.39,0.5980722031628443,0.5,0,36,0,2,False,False,False,0
437,43,6,0.0,1,1,0,148330.97,0.0,0.14285714285714285,0,258,1,1,False,False,False,1
595,39,9,136422.41,1,1,1,151757.81,0.8989481991015886,0.1,1,351,0,2,False,False,False,0
573,23,2,0.0,1,1,0,122964.18,0.0,0.3333333333333333,0,46,1,1,False,False,False,0
636,39,3,118336.14,1,1,0,184691.77,0.6407223234655193,0.25,0,117,0,2,False,False,False,0
648,44,9,111369.79,2,1,1,91947.74,1.2112292265018016,0.2,2,396,0,2,True,False,True,0
